objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
Message to the Czar,18265,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,72299963,5.52801,5.72763,1.9474,15924,771,thing,Message to the Czar,2,5,30,30,30,2003,"2,3,4,5","2,3",8+,No necessary in-game text,,,,,,standalone,,,,,
Meteor,166109,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,120551185,5.58869,6.04654,1.8571,9407,1389,thing,Meteor,1,6,15,15,15,2014,"2,3,4,5,6","3,4",12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Méthodologie: The Murder on the Links,333271,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114761947,0,6.78333,0,0,89,thing,Méthodologie: The Murder on the Links,3,6,60,60,30,2022,,,,,,,,,,standalone,,,,,
Metro,559,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,122769223,6.12682,6.36634,1.6839,2401,8406,thing,Metro,2,6,30,30,30,1997,"2,3,4,5,6",2,8+,No necessary in-game text,,,,,,standalone,,,,,
Meuterer,902,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,33486768,6.3211,6.86854,2.3118,1687,5811,thing,Meuterer,3,4,60,60,60,2000,4,4,10+,No necessary in-game text,,,,,,standalone,,,,,
Mezo,243797,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,109049172,6.02267,7.16223,3.2778,2878,2632,thing,Mezo,2,4,120,120,90,2020,"2,3,4",3,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Miaui,226454,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,101283721,5.61298,6.42233,1.125,8222,817,thing,Miaui,3,6,20,20,20,2017,"3,4,5",4,6+,No necessary in-game text,,,,,,standalone,,,,,
Micro City (Second Edition),276779,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115922580,5.74478,6.67285,1.9643,5196,2087,thing,Micro City (Second Edition),1,2,30,30,10,2020,"1,2",1,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Micro Robots,191543,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,52367321,5.69432,6.29942,1.6667,6030,1459,thing,Micro Robots,2,99,20,20,20,2016,"2,3,4,5,6,7,8,9",4,8+,No necessary in-game text,,,,,,standalone,,,,,
[microfilms],175867,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,32152037,5.51381,5.81036,1.8462,19670,606,thing,[microfilms],2,6,30,30,10,2015,"2,3,4,5,6","4,5",10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Midgard,23985,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,87548483,5.84006,6.57212,2.3689,4132,1216,thing,Midgard,3,5,60,60,60,2007,"3,4,5",5,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Midway,2250,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,104502583,5.80105,6.64969,2.4364,4501,2260,thing,Midway,2,2,120,120,120,1964,2,2,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Milestones,117914,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,32152177,5.89165,6.58707,2.6,3711,1998,thing,Milestones,2,4,60,60,60,2012,"2,3,4",3,10+,No necessary in-game text,,,,,,standalone,,,,,
Million Dollar Script,304336,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113955084,5.4946,5.51961,1,24509,334,thing,Million Dollar Script,3,10,60,60,45,2021,"5,6,7,8,9,10",7,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
The Mind,244992,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113077227,6.62049,6.74329,1.0802,1004,61391,thing,The Mind,2,4,20,20,20,2018,"2,3,4",4,8+,No necessary in-game text,,,,,,standalone,,,,,
The Mind Extreme,287607,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114759458,6.00177,6.90517,1.3158,2996,3888,thing,The Mind Extreme,2,4,20,20,20,2019,"2,3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,
Mind MGMT: Secret Missions,357010,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,122170542,5.59389,7.91628,0,0,1482,thing,Mind MGMT: Secret Missions,1,5,0,0,0,2021,,,,,,,,,,expansion,,,,,
Mind MGMT: The Psychic Espionage “Game.”,284653,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,99506090,7.18879,7.87777,2.9242,297,14046,thing,Mind MGMT: The Psychic Espionage “Game.”,1,5,60,60,60,2021,"1,2,3,4,5","2,3",12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Mine Shift,112840,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115930973,5.51144,5.76536,1.1667,20340,396,thing,Mine Shift,2,4,20,20,20,2011,"2,4",2,8+,No necessary in-game text,,,,,,standalone,,,,,
Minecraft: Builders & Biomes,269603,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115930024,6.30818,6.90836,2.0139,1725,8231,thing,Minecraft: Builders & Biomes,2,4,60,60,30,2019,"2,3,4",3,6+,No necessary in-game text,,,,,,standalone,,,,,
Ming Dynasty,31075,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,23686543,5.56434,5.85467,2.8448,11052,1367,thing,Ming Dynasty,2,4,90,90,90,2007,"3,4",4,12+,No necessary in-game text,,,,,,standalone,,,,,
Mini Rails,225818,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,123230735,6.11646,6.88533,2.0889,2438,2107,thing,Mini Rails,3,5,60,60,40,2017,"3,4,5",4,10+,No necessary in-game text,,,,,,standalone,,,,,
Mint Delivery,230251,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,53414530,5.83465,6.17457,1.625,4179,8490,thing,Mint Delivery,1,5,30,30,15,2017,"2,3,4,5",4,8+,No necessary in-game text,,,,,,standalone,,,,,
Mint Works,200077,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,53414525,6.54016,6.90377,1.7374,1165,14300,thing,Mint Works,1,4,20,20,10,2017,"1,2,3,4",3,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Miskatonic University: The Restricted Collection,251349,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,123401077,5.5703,6.09648,1.7143,10585,1157,thing,Miskatonic University: The Restricted Collection,2,5,45,45,30,2019,"2,3,4,5",4,10+,No necessary in-game text,,,,,,standalone,,,,,
Mistfall: Winter's Hold,234155,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,48571592,0,7.42308,0,0,331,thing,Mistfall: Winter's Hold,1,4,120,120,120,2017,,,,,,,,,,expansion,,,,,
Mixed Nuts,194947,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115930664,0,5.5,0,0,14,thing,Mixed Nuts,2,8,60,60,30,2012,,,,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Modern Art,118,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114699426,7.31862,7.51198,2.2856,217,30852,thing,Modern Art,3,5,45,45,45,1992,"3,4,5","4,5",10+,No necessary in-game text,,,,,,standalone,,,,,
Modern Art Card Game,40381,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28691489,6.07601,6.61188,1.6557,2619,4780,thing,Modern Art Card Game,2,5,30,30,20,2008,"2,3,4,5","4,5",10+,No necessary in-game text,,,,,,standalone,,,,,
Mogul,174744,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,46702122,5.88932,6.86984,2.0455,3728,1103,thing,Mogul,3,5,45,45,45,2015,"3,4,5",4,10+,No necessary in-game text,,,,,,standalone,,,,,
Monikers: Classics,283151,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,122071750,5.79335,8.19121,1,0,1141,thing,Monikers: Classics,4,20,60,60,60,2019,"6,7,8,9,10,11,12,13,14,15,16","8,9,10,11,12",18+,,,,,,,standalone,,,,,
Monikers: Something Something,195709,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,122071757,5.76181,8.0415,1,4969,1112,thing,Monikers: Something Something,4,20,60,60,30,2016,,,,,,,,,,standalone,,,,,
Monolith Arena,238393,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,104445908,6.16116,7.30584,2.3947,2238,2906,thing,Monolith Arena,2,4,45,45,30,2018,2,2,10+,No necessary in-game text,,,,,,standalone,,,,,
Monolyth,373759,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,121017659,5.72864,7.03123,1.3333,5441,753,thing,Monolyth,1,4,30,30,30,2022,"1,2,3,4",2,6+,No necessary in-game text,,,,,,standalone,,,,,
Monopoly Deal Card Game,40398,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113484357,6.08522,6.31146,1.3171,2579,25577,thing,Monopoly Deal Card Game,2,5,15,15,15,2008,"2,3,4,5",4,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Monopoly Gamer,230408,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,68917661,5.8192,6.34117,1.2059,4315,5425,thing,Monopoly Gamer,2,4,60,60,45,2017,"2,3,4",4,5+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Monopoly Scrabble,391992,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,125917632,5.50652,6.03693,1.5,21748,128,thing,Monopoly Scrabble,2,4,0,0,0,2023,,,,,,,,,,standalone,,,,,
Monopoly: Fortnite,260942,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,116640890,5.46419,5.33899,1.1429,27069,884,thing,Monopoly: Fortnite,2,7,120,120,120,2018,"3,4,5,6,7",7,8+,,,,,,,standalone,,,,,
Monopoly: The Walking Dead – Survival Edition,148040,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,27803827,5.49129,5.44074,1,25058,485,thing,Monopoly: The Walking Dead – Survival Edition,2,6,0,0,0,2013,,,,,,,,,,standalone,,,,,
MonsDRAWsity: Cute Creatures,325562,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,117374203,5.59204,7.47095,1,0,640,thing,MonsDRAWsity: Cute Creatures,3,9,30,30,5,2020,"4,5,6,7,8,9",4,6+,No necessary in-game text,,,,,,expansion,,,,,
MonsDRAWsity: Top Secret,365752,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113076915,5.58677,7.15404,0,9513,498,thing,MonsDRAWsity: Top Secret,3,6,60,60,20,2022,"4,5,6",6,,,,,,,,standalone,,,,,
Monster Baby Rescue!,282131,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,94994151,5.64012,6.67235,1.5,7278,471,thing,Monster Baby Rescue!,2,5,40,40,20,2019,"2,3,4,5","3,4",6+,No necessary in-game text,,,,,,standalone,,,,,
Monster Hunter World: The Board Game,319971,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,123230203,5.94449,7.77353,2.8462,3348,2038,thing,Monster Hunter World: The Board Game,1,4,90,90,60,2022,"1,2,3,4",2,14+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Monster Trap,213862,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,123401146,0,7.08,2,0,25,thing,Monster Trap,1,6,45,45,15,2017,"3,4,5,6",5,6+,,,,,,,standalone,,,,,
Monsters vs. Heroes: Victorian Nightmares,169062,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,126235060,5.58969,6.11365,1.28,9336,855,thing,Monsters vs. Heroes: Victorian Nightmares,2,8,30,30,10,2015,"3,4,5,6,8",4,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Monsters vs. Heroes: Volume 2 – Cthulhu Mythos,272711,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,126235057,5.5261,6.47478,0,16350,275,thing,Monsters vs. Heroes: Volume 2 – Cthulhu Mythos,2,8,30,30,10,2019,"3,4,5,6","4,5",,,,,,,,standalone,,,,,
MonstroCity,274127,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114762234,5.53906,7.08275,1.6667,13851,294,thing,MonstroCity,1,4,30,30,20,2019,,,10+,,,,,,,standalone,,,,,
Monstrous,164775,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,120551159,5.54348,5.86932,1.375,13186,1014,thing,Monstrous,2,10,30,30,15,2016,"2,3,4,5,6,7","3,4,5,6",8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Montmartre,265681,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,84480270,5.60134,6.52182,1.6923,8719,554,thing,Montmartre,2,5,30,30,20,2019,"2,3,4,5",4,8+,No necessary in-game text,,,,,,standalone,,,,,
Monumental,248125,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,124161466,6.33803,7.41199,2.8507,1647,4254,thing,Monumental,1,4,120,120,90,2020,"1,2,3","2,3",12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Monumental: African Empires,311825,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,125553508,5.51925,5.96186,0,0,1087,thing,Monumental: African Empires,1,5,120,120,90,2021,"3,4","3,4",,,,,,,,expansion,,,,,
Monumental: Lost Kingdoms,266939,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,125553512,5.64629,7.23697,3,0,1764,thing,Monumental: Lost Kingdoms,1,5,120,120,90,2020,"3,4",3,,,,,,,,expansion,,,,,
Monumentum,269458,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,123401121,0,7.5,0,0,9,thing,Monumentum,2,5,180,180,120,2019,,,,,,,,,,standalone,,,,,
Moon,358386,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115916257,6.08383,7.35776,2.5161,2587,3662,thing,Moon,1,5,90,90,45,2023,"1,2,3,4",3,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Moon: Valkyrie Expansion,382957,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115916266,5.56499,7.65441,2,0,1390,thing,Moon: Valkyrie Expansion,1,5,0,0,0,2023,"2,3,4,5",3,,,,,,,,expansion,,,,,
Moongha Invaders: Mad Scientists and Atomic Monsters Attack the Earth!,64826,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,123230484,5.78594,6.61173,2.6452,4675,2002,thing,Moongha Invaders: Mad Scientists and Atomic Monsters Attack the Earth!,2,4,120,120,90,2010,"3,4",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Moop's Monster Mashup,197414,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,112328698,5.5218,6.81961,0,17416,372,thing,Moop's Monster Mashup,3,6,120,120,60,2016,"3,4",3,10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
More Kittens in a Blender,177567,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,52245011,5.56326,6.34138,1.4,0,1226,thing,More Kittens in a Blender,2,6,30,0,30,2015,,,,,,,,,,expansion,,,,,
Morocco,183150,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,117369098,5.60629,6.3652,2.3333,8506,535,thing,Morocco,2,5,45,45,45,2016,"2,3,4,5","3,5",12+,No necessary in-game text,,,,,,standalone,,,,,
Mortum: Medieval Detective,296063,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,126208114,5.88058,7.2703,2.2222,3794,1984,thing,Mortum: Medieval Detective,1,6,180,180,120,2021,"1,2,3,4",2,10+,Unplayable in another language,,,,,,standalone,,,,,
Moscow 1941: The Enemy at the Gates,11126,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28691268,5.51233,6.11924,2.7857,20077,308,thing,Moscow 1941: The Enemy at the Gates,2,4,360,360,240,1987,"1,2,3,4",2,16+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Mottainai,175199,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,32354112,6.52424,7.03942,3.163,1194,8143,thing,Mottainai,2,5,30,30,15,2015,"2,3",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
MourneQuest,219783,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,119983994,5.54122,6.61119,2.25,13507,390,thing,MourneQuest,1,4,60,60,60,2019,"1,2,3,4",3,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Mousquetaires du Roy,78954,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28691353,5.86999,6.81483,2.9067,3878,1700,thing,Mousquetaires du Roy,1,5,75,75,75,2010,"1,2,3,4,5",5,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Moustache Smash,165551,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115916483,5.49925,5.48079,1,23531,270,thing,Moustache Smash,3,6,20,20,20,2014,,,,No necessary in-game text,,,,,,standalone,,,,,
Mow Money,108679,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,53403878,5.51701,5.78906,1.625,18714,679,thing,Mow Money,1,6,60,60,45,2016,"2,3,4,6",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Mü and Lots More,32928,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,23686520,6.03504,7.37436,2.4375,0,1833,thing,Mü and Lots More,2,6,60,60,30,2007,"4,5",5,12+,No necessary in-game text,,,,,,standalone,,,,,
Muertoons,171211,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,116589588,5.49858,5.41892,1,23681,152,thing,Muertoons,2,5,20,20,15,2017,,,,,,,,,,standalone,,,,,
Multiuniversum,192638,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,94993617,5.90839,6.51998,1.881,3606,3126,thing,Multiuniversum,1,5,40,40,20,2016,"1,2,3,4,5","1,2",12+,No necessary in-game text,,,,,,standalone,,,,,
Munchkin,1927,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,53002457,5.69091,5.87182,1.811,6092,96896,thing,Munchkin,3,6,120,120,60,2001,"3,4,5,6",4,10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Munchkin Collectible Card Game,202204,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,52323937,5.54421,6.23536,2.6667,13097,553,thing,Munchkin Collectible Card Game,2,2,40,40,20,2018,,,,,,,,,,standalone,,,,,
Munchkin Collectible Card Game: Booster,240027,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,101503130,0,7.13636,3,0,95,thing,Munchkin Collectible Card Game: Booster,2,2,40,40,20,2018,,,,,,,,,,expansion,,,,,
Munchkin Lite,230647,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,109049604,0,6.57895,0,0,181,thing,Munchkin Lite,3,4,60,60,60,2017,,,,,,,,,,standalone,,,,,
Munchkin Promo Cards,41034,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,52324077,5.5915,6.82055,1.7143,0,5928,thing,Munchkin Promo Cards,3,6,90,90,90,0,"3,4,5",4,,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,
Murano,163413,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,96990600,6.35924,7.16589,2.7217,1589,2940,thing,Murano,2,4,75,75,60,2014,"2,3,4",4,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Murano: Light Masters,341256,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,94993445,5.63872,6.32685,1.7692,7319,1126,thing,Murano: Light Masters,2,4,40,40,30,2021,"2,3,4",4,8+,No necessary in-game text,,,,,,standalone,,,,,
Mutant Meeples,109969,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,123042495,5.79955,6.60131,2.4375,4517,1315,thing,Mutant Meeples,2,7,45,45,45,2012,"2,3,4,5,6",4,12+,No necessary in-game text,,,,,,standalone,,,,,
Mutiny!,7967,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28691687,5.52936,5.67632,1.7681,15641,1019,thing,Mutiny!,2,5,45,45,45,2003,"3,4,5",5,8+,No necessary in-game text,,,,,,standalone,,,,,
My City,295486,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,122519244,7.26242,7.61358,1.9802,253,22917,thing,My City,2,4,30,30,30,2020,"2,3,4",4,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
My Father's Work,328866,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,109049594,6.84503,7.86948,3.1316,669,6978,thing,My Father's Work,2,4,180,180,180,2022,"2,3,4",3,14+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
My First Castle Panic,267314,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115933106,5.78623,6.4214,1.129,4673,2515,thing,My First Castle Panic,1,4,20,20,20,2019,"2,3,4",3,3–8,No necessary in-game text,,,,,,standalone,,,,,
My Hero Academia Collectible Card Game,285204,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,124894583,5.54264,7.7,2,13304,210,thing,My Hero Academia Collectible Card Game,0,0,0,0,0,2021,,,,,,,,,,standalone,,,,,
My Village,172381,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,46704915,6.30388,6.92628,3.0865,1737,5521,thing,My Village,2,4,90,90,60,2015,"2,3",2,10+,No necessary in-game text,,,,,,standalone,,,,,
My WuXing Card Game,205708,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,53414281,0,5.58,0,0,19,thing,My WuXing Card Game,2,8,30,30,7,2016,,,,,,,,,,standalone,,,,,
Mykerinos,21441,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,104503954,6.3676,6.84203,2.5596,1566,4083,thing,Mykerinos,2,4,60,60,30,2006,"2,3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,
Mykerinos: The Nile,30762,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,104503948,5.66023,6.93921,2.439,0,937,thing,Mykerinos: The Nile,2,4,45,45,45,2007,"3,4",4,10+,No necessary in-game text,,,,,,expansion,,,,,
Mysterium,181304,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86745801,7.06607,7.20573,1.8929,412,77286,thing,Mysterium,2,7,42,42,42,2015,"3,4,5,6,7","5,6",8+,No necessary in-game text,,,,,,standalone,,,,,
Mysterium Park,301767,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,118529202,6.52167,7.0321,1.4483,1199,13065,thing,Mysterium Park,2,6,45,45,30,2020,"2,3,4,5,6",4,8+,No necessary in-game text,,,,,,standalone,,,,,
Mysterium: Brettspiel Adventskalender 2017 Promo,234156,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,48571824,5.54875,7.37064,2,0,463,thing,Mysterium: Brettspiel Adventskalender 2017 Promo,2,7,42,42,42,2017,,,,,,,,,,expansion,,,,,
Mystery of the Temples,234691,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114698899,5.8165,6.52822,2.3077,4350,2879,thing,Mystery of the Temples,2,4,40,40,20,2017,"2,3,4",4,,No necessary in-game text,,,,,,standalone,,,,,
Mystery of the Temples: Promo Crystal Grids,243089,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114698888,0,5.97059,0,0,216,thing,Mystery of the Temples: Promo Crystal Grids,2,4,40,40,20,2017,"2,3,4","2,3",,,,,,,,expansion,,,,,
Mystic Vale,194607,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,36828679,6.94281,7.24377,2.2632,544,17120,thing,Mystic Vale,2,4,45,45,45,2016,"2,3,4",2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Mystic Vale Event Kit: Havens,265229,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115916406,5.5482,7.70833,2,0,383,thing,Mystic Vale Event Kit: Havens,2,4,45,45,45,2019,"2,3,4",2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,
Mystic Vale: Conclave,242301,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115916326,5.87307,7.63538,2.5,0,2776,thing,Mystic Vale: Conclave,2,6,60,60,45,2018,"2,3,4,5,6","4,5",,,,,,,,expansion,,,,,
Mystic Vale: Fields of Bounty,214329,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,121431693,5.54999,8.2381,0,0,332,thing,Mystic Vale: Fields of Bounty,2,4,60,60,45,2017,,,,,,,,,,expansion,,,,,
Mystic Vale: Harmony,266554,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115916416,5.79761,8.05853,2.5,0,1937,thing,Mystic Vale: Harmony,2,4,45,45,45,2019,"2,3,4",3,10+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Mystic Vale: Shard Eater,228873,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,121431691,5.58017,7.44426,0,0,723,thing,Mystic Vale: Shard Eater,2,4,60,60,45,2017,,,,,,,,,,expansion,,,,,
Mystic Vale: Sunshard Glebe,232946,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115920876,5.6037,7.54398,0,0,744,thing,Mystic Vale: Sunshard Glebe,2,4,45,45,45,2017,,,,,,,,,,expansion,,,,,
Mystic Vale: Twilight Garden,249514,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115916426,5.89876,7.96329,2.6667,0,2687,thing,Mystic Vale: Twilight Garden,2,4,60,60,45,2018,,,,,,,,,,expansion,,,,,
Mystic Vale: Vale of Magic,207591,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,39063398,6.31104,7.62697,2.2143,0,5080,thing,Mystic Vale: Vale of Magic,2,4,60,60,45,2016,"2,3,4",2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,
Mystic Vale: Vale of the Wild,220502,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,46702236,6.25799,7.88348,2.4286,0,4405,thing,Mystic Vale: Vale of the Wild,2,4,45,45,45,2017,"2,3,4",2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,
Nacho Pile,366327,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,101434499,5.45403,5.27365,1,27337,798,thing,Nacho Pile,2,6,20,20,20,2022,"2,3,4,5,6",4,6+,,,,,,,standalone,,,,,
Nam 65-75,187016,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,104502509,0,8,2,0,22,thing,Nam 65-75,2,2,300,300,120,2015,,,,,,,,,,standalone,,,,,
Name Burst,984,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115929066,5.5268,6.29865,1.8333,16210,216,thing,Name Burst,3,10,30,30,30,1992,"3,4,5",4,,,,,,,,standalone,,,,,
Namiji,275215,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,116132086,6.10802,7.08512,1.7273,2482,4297,thing,Namiji,2,5,45,45,30,2022,"2,3,4,5",4,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Namiji: Aquamarine,358145,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114850667,5.61869,7.14846,2,0,1157,thing,Namiji: Aquamarine,2,5,45,45,30,2022,,,,,,,,,,expansion,,,,,
Nantucket,182064,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,39257133,5.54639,5.96939,1.9,12796,851,thing,Nantucket,2,2,20,20,20,2016,2,2,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
